domain,split,stem,source_image,source_label,dest_image,dest_label,image_sha256,label_sha256,instances
eo,train,day_eo_day_eo_frames_3_gymkhana_frame_8015,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8015.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8015.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8015.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8015.txt,52c92c5065c1bc2e54194f85cf2b43b7a3fecc45b5743e7cf560772fa7a62bdd,223401d943417e163f58e884c66412d2ecb1cda886af396af376a51283bd4fd9,24
eo,train,day_eo_day_eo_frames_3_gymkhana_frame_8050,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8050.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8050.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8050.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8050.txt,a3af316889cfff1e9b1bf8b569a74acc8ceb028d25d25292352f1f162f0329e2,f5dcc5ec22f9248e9dc78e3ffbd594c593221cb9835120df13214fa321a89d74,21
eo,train,day_eo_day_eo_frames_3_gymkhana_frame_8085,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8085.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8085.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8085.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8085.txt,868ad5ffcdcc8aa5acfbced65daaa83a7e31c23f3d498fe8853d97ac8ea3b173,7f8308858eb3b064dec70b9d509e74c2d3d3aca854148a9302a11447c0ff2cfa,22
eo,train,day_eo_day_eo_frames_3_gymkhana_frame_8120,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8120.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8120.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8120.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8120.txt,aaf306926eeb58cca8e29fc2932cef3956f6266c259b840779d32bc4b3091459,290bfdefd631c05fa134b1fe999e67db8256c990658cbc6eb4f13d3680f9d8f9,25
eo,train,day_eo_day_eo_frames_3_gymkhana_frame_8190,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8190.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8190.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8190.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8190.txt,328db6a8d34f3fddcf6f3f6e70bfd128323ad97019491662c1614a14a1a37a42,fa6e11dc7b7c07a420f9f17c2b9f8bac39d0c75a3a87aaae997f3d4bbf123571,22
eo,train,day_eo_day_eo_frames_3_gymkhana_frame_8225,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8225.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8225.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8225.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8225.txt,2e033981f5d98d161c945e72d89e5f979a375381047c06f055e16f5c168a9aec,6e0ee314dd3a1a3a1237c3b13b1e0a0782e575f7da63528cf368b66ffde59e68,23
eo,train,day_eo_day_eo_frames_3_gymkhana_frame_8260,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8260.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8260.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8260.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8260.txt,f86705a5608696f920a95902d762b700be65a947ec94d15798778b9075925b8c,96472d20f3fd39c5dce03565622991ea9c4ad4e4ecc02744eea037bf63e6cc97,26
eo,train,day_eo_day_eo_frames_3_gymkhana_frame_8295,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8295.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8295.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8295.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8295.txt,23d3c616b79468fb8c1a5f57e91b83ad71f19fffc1b70f644a28c2e938cc9e18,dfa76142277c3c4fc61ff217dffe98940569e05529d667c762f67093a86675f0,25
eo,train,day_eo_day_eo_frames_3_gymkhana_frame_8330,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8330.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8330.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8330.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8330.txt,ba6fd5fc1db3d9ec3d551afa426cb0be4a259e6617bf98fc23a4103540e26b46,249d436aa44a19a0ae0425556038bb9823ee53b2e001095728d44501dfbc3397,20
eo,train,day_eo_day_eo_frames_3_gymkhana_frame_8365,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8365.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8365.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8365.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8365.txt,370e412136b3a413a9d4a092e93d202b9aa99999b70a2a5ee2e972e28a7cc85f,d909a92ffef495697ae95ecbf7d11aeb961de2ec695c03d183be6d2390b56211,23
eo,train,day_eo_day_eo_frames_3_gymkhana_frame_8400,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8400.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8400.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8400.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8400.txt,3c0e033d55a75238771a22dbc855811831fb63c5b8f3927006f2e5c4237956f4,a5b0e0c31781416b986a914a6019d50a4a1d8a2823dd6c4811f7c7c866e917f0,28
eo,train,day_eo_day_eo_frames_3_gymkhana_frame_8435,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8435.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8435.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8435.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8435.txt,557997902d3f308fcb6511f749f3aa1f769987ee65cbbbc4b59d081cda3f4f70,88ba6f769a19241f1eb284858364a7b3ffe352b47b6cec802cc7db750415d4ad,23
eo,train,day_eo_day_eo_frames_3_gymkhana_frame_8470,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8470.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8470.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8470.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8470.txt,698004c61c02abf4badf73c47a46b48c58d8ceac79b1ae494d119bb16045ab0b,32de00d22ab5a35eb207641d4c27c4c91f27af928745a0b288d30d7add3be765,26
eo,train,day_eo_day_eo_frames_3_gymkhana_frame_8505,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8505.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8505.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8505.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8505.txt,53f7819bacae20bcf994844c40caa273686d3c88a57e51f28280c75b97cb8017,20b26481e5d8e9733747b54f69234c1cf02711202c55537ace15aa4440d81d95,23
eo,train,day_eo_day_eo_frames_3_gymkhana_frame_8540,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8540.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8540.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8540.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8540.txt,8dab808ced6bb209983a33cd23fb6d9b7f66de562ef9e9e43b884e1dbd604113,b7f31b44ebbb95ad57a4a6e6d9e7f054b7046897edbf78392a6d807ab2d57c2c,22
eo,train,day_eo_day_eo_frames_3_gymkhana_frame_8575,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8575.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8575.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8575.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8575.txt,4693e4d2e3c6526dafa9b5c9b2de9a8a6d6e4056734fd3f991b20d28cd0cc7d1,f7703acbcb26befd51efce4acef329fef16df9c612646b558b03a692ba8d01f0,23
eo,train,day_eo_day_eo_frames_3_gymkhana_frame_8610,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8610.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8610.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8610.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8610.txt,be18780e4c09ec97530696bcd9c871531a90594931f037b2ba4d871f56db53e9,b2341336f99fd7cd7b1ec4923f4a6a6f66f5484ed7bf7d3b511334d65be7177f,18
eo,train,day_eo_day_eo_frames_3_gymkhana_frame_8680,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8680.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8680.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8680.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8680.txt,f62445f02492fbba23fed40de9d9662f7a2b23998be9bed97b0b6fdd108cbcc1,bcaf936d5a3523849789fd6da40806bf4cc57634525bc91fcb6306137e4ffaad,17
eo,train,day_eo_day_eo_frames_3_gymkhana_frame_8785,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8785.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8785.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_frames_3_gymkhana_frame_8785.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_frames_3_gymkhana_frame_8785.txt,ff129c617407acf359138e2295067c0de6ceca85345d67b106879fbcd1a4dcd5,bcdae9426185d15e70ea4147a603ab26ccedfef553918d429ad416a3684bf1ee,17
eo,train,day_eo_day_eo_main_s1_frame_0000,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_0000.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_0000.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_0000.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_0000.txt,6c4005e295859388239d365694bf586c978639de6ead768e166c133c36fdcf37,4efcbfe260ea49d8a49679a5c8f3a179e069d60bb9a013e96717bfdf683ae7f0,5
eo,train,day_eo_day_eo_main_s1_frame_0035,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_0035.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_0035.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_0035.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_0035.txt,241bf60e2b524a6c72cb45d941dc762f81c26755273a58b364c5d4e6cd033fe4,600d3391574335b54223c5ab581b2796010c392a1f33ceef79451196fab6fecb,3
eo,train,day_eo_day_eo_main_s1_frame_0070,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_0070.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_0070.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_0070.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_0070.txt,cf679d110caebd71ea9d2fe8b4dec3d40dc08cc2df0926211062304217a6c05f,88278e587638574b225817ce1517983260002bebf81e8c98f5390b04a9f95413,3
eo,train,day_eo_day_eo_main_s1_frame_0175,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_0175.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_0175.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_0175.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_0175.txt,2d3c1072983d07a14b05c5788c19eedce169d4473a63fa72e808a6cabcf1b078,1c2b6776ff2d39ee177349c4364e7944d07dbb4946de13987c9ddd5c9576f347,5
eo,train,day_eo_day_eo_main_s1_frame_0210,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_0210.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_0210.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_0210.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_0210.txt,62090fc42ad9a247f1b773dfc1a50513ba8e29ef158ef812bd671973314710a3,0dfd8b61f82e0b36c8daa1c7cd8b90248fd48932950da3328a129bc749dd7409,5
eo,train,day_eo_day_eo_main_s1_frame_0280,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_0280.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_0280.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_0280.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_0280.txt,39262399f661508a3964629b419f27475ad8e7c33484dc39ec969d9c01c65a05,fe8070be3decae71cb1672ff408635943c6ba78c4b170bc99ce58205191e092e,3
eo,train,day_eo_day_eo_main_s1_frame_0350,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_0350.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_0350.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_0350.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_0350.txt,bcadc031abaae3d0adb2b3ae8207ad8bebf360ff6be9afcc578cbb4f48e4ce4f,888925313a9ae963f8381280591b58c90dfeaa0e2f429874a479b3759be96e73,3
eo,train,day_eo_day_eo_main_s1_frame_0385,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_0385.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_0385.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_0385.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_0385.txt,68d9f3be60ab6894c15bf6a02735407e9bd8c03a5b460bbdc88a1466bcede459,278119cfc65f08ffc9744ea325db3f6dacfaa33d285427c421184c282465ee9e,3
eo,train,day_eo_day_eo_main_s1_frame_0420,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_0420.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_0420.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_0420.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_0420.txt,f19521eeb78bb1689a8a782e65211b0b2c78af7ddb86d32d53c25eb5b432b943,a5e6fd7f728f96e78000a0705bcbcd8026dd6a372fd5226732e1bdf6dadb72f8,3
eo,train,day_eo_day_eo_main_s1_frame_0840,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_0840.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_0840.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_0840.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_0840.txt,c8efb234c3a84a7fd9eeb18e1c312a05e575d44fd82440eedc202fe47cfe65b2,7c3a007cee2ccc8af4c9696c29226c429935e32cade3f21baba2fc0f6bd59e9d,6
eo,train,day_eo_day_eo_main_s1_frame_0875,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_0875.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_0875.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_0875.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_0875.txt,ca22e243b522d06a88d97a45a69cc558f076b7c37f6c90a0d427b1b0dd2897b4,b5fa522968dae453069016a93f3fd37982847459361e52221e11d06a39d98105,7
eo,train,day_eo_day_eo_main_s1_frame_0910,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_0910.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_0910.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_0910.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_0910.txt,4c82889e48a7d2cb77d85d26211c9df7204ff06d68c3b4e6fa0648a404312e72,0f22bbda32d684f6660b753d7fa769f04f26b8fda7ecc7870502b15f9cbe216b,3
eo,train,day_eo_day_eo_main_s1_frame_0980,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_0980.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_0980.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_0980.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_0980.txt,7b93d3e6cd4318146349df59033a93c165b2a8ed41b0ff3514c8ce52694cffb5,3deba4eeffd6c08fcd9cf9e8249e6448c8932650652dda036e409be39ea245c1,6
eo,train,day_eo_day_eo_main_s1_frame_10010,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_10010.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_10010.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_10010.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_10010.txt,a4c9ddb9ab64f50758700637751fb15bf7106084ae4d8497c527ae1f6784acd4,1d7b3e4236930720415546833502c0736bda0c7489231a388657e52b58e45399,6
eo,train,day_eo_day_eo_main_s1_frame_10080,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_10080.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_10080.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_10080.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_10080.txt,67e6c652a3d0bbc39214a4af56202fb02a17abb5f4e90fb58c39d96893077b2d,7fc1f05821d1c759ad4f6ec1a4aeccbffad7f77bd64d5022966c35254c4e8c31,5
eo,train,day_eo_day_eo_main_s1_frame_10150,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_10150.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_10150.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_10150.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_10150.txt,963bb0b9c8641d8ca601eafed04b1ee1c4b37548f3ade7ac94beecadcba3c050,b4561021d2da529d46e947f703897363b8849b753c78e524fa5e3b9d9514686f,5
eo,train,day_eo_day_eo_main_s1_frame_10185,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_10185.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_10185.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_10185.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_10185.txt,186e1d9113378844dd7f01a25d0e8629fac8dbc251d07c6ca678baaee4680af8,84b0b86777c567d44c24d55f469be88355af3a02fd73f6cf593a0ca4da3bb9cb,5
eo,train,day_eo_day_eo_main_s1_frame_10220,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_10220.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_10220.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_10220.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_10220.txt,ad99d1d8b82419abd97f3e866a7a88515ee13c6050ec77b264f1a1b10e561c9a,941acc36b6cb7becee983c44e62e68b35c00d811b714cf0ca8e8d814a1b35c29,3
eo,train,day_eo_day_eo_main_s1_frame_10255,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_10255.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_10255.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_10255.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_10255.txt,99933aaef01d07d9d242709b9e4f35be017798989a637b9505529f0a1b0970f4,ffd70ad8253c965ae4f880a96e1aa6125ad3cf3021b3dbe5bc9f379966c28a39,2
eo,train,day_eo_day_eo_main_s1_frame_10290,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_10290.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_10290.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_10290.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_10290.txt,13991e964e7e93bb825f9c1a63c9599980608c090539f613dee7341883f7fcb9,980aa9f80283621c09c4ebda6f3fa919efbd594e8290bc8d01e8e3f5b609badb,3
eo,train,day_eo_day_eo_main_s1_frame_10325,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_10325.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_10325.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_10325.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_10325.txt,50404d13ff872c9df7aa3f634714ce7473af7e32e846959b66d807bcfa0c884e,b3b1ea6f7305a0f8423fbb630418e515622429cf97822ecbffc0c03aa650ea5c,8
eo,train,day_eo_day_eo_main_s1_frame_10360,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_10360.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_10360.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_10360.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_10360.txt,e36ca9e54c7fc6ecc7cc3016a54084978d858802e5506eb8e0ee21e5400444b7,6d20090594a0ea79811e8d4936adaa7abe390946a78dd740869614d5dc041e39,5
eo,train,day_eo_day_eo_main_s1_frame_10395,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_10395.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_10395.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_10395.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_10395.txt,925729258022291592613b01b49cc4a2b88f5dd69865711e526ce4b8c3b58c8f,c0be4a7f288254c89de28faadb1d39983e3059dab2eb398750c884fdb25265e8,6
eo,train,day_eo_day_eo_main_s1_frame_10430,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_10430.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_10430.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_10430.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_10430.txt,5db8cbfcae7473adc4b01418faed1e084a743037e3c717011e82da2df59b9d6c,0c14b5d8afced752f3bb34f8a26d36f4dd31372443ee550e08b8707ed534212d,7
eo,train,day_eo_day_eo_main_s1_frame_10465,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_10465.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_10465.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_10465.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_10465.txt,a025391908ab28f65fd6ff42a97cc7eb6c82e79121ac8a40dbdaf045a870ed70,d2e23e332dde0513acadf35762f7dd0da34fb32a1aec431861abef38ddfb84e8,4
eo,train,day_eo_day_eo_main_s1_frame_1050,..\datasets\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_1050.jpg,..\datasets\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_1050.txt,data\raw\indraeye_seg\eo\images\train\day_eo_day_eo_main_s1_frame_1050.jpg,data\raw\indraeye_seg\eo\labels\train\day_eo_day_eo_main_s1_frame_1050.txt,e4046c0572d2ba4adb62100961c2d2cdb545445af66d46ceac9b7a0ecc5f9ef8,1d1f4649d78190948e7ed3ec48f25f087cbf1740f79de118f928c94c0f1fbed3,7
